章节序号,题目序号,问题,选项,正确选项序号,解释
32,15,When would a custom layout modifier return 'AlignmentLine.Unspecified'?,"[""When the alignment is set to center."",""When the child element does not support baseline alignment."",""When the child element is too large for the parent."",""When the modifier fails to measure the child element.""]",1,"AlignmentLine.Unspecified is returned when the child composable does not support baseline alignment, indicating that the alignment line cannot be used."
32,16,Which function is essential for measuring a composable in a custom layout?,"[""adjustConstraints()"",""calculateSize()"",""measure()"",""placeRelative()""]",2,The measure() function measures a child composable within the provided constraints to determine its size.
32,17,Which method is used within a custom layout modifier to obtain measurements for the child composable?,"[""calculateSize()"",""layout()"",""measure()"",""place()""]",2,The measure() method is called on the measurable object to obtain the dimensions of the child composable within the constraints.
32,18,Which modifier would you use to ensure a child composable fills the entire space of its parent?,"[""fill()"",""fillMaxSize()"",""maxSize()"",""size()""]",1,The fillMaxSize() modifier makes a composable fill the maximum available space within its parent container.
32,19,Why might you use a custom layout modifier instead of a built-in modifier?,"[""To access more alignment settings."",""To add animations to the composable."",""To implement specific positioning that cannot be achieved with built-in options."",""To make the app run faster.""]",2,Custom layout modifiers allow developers to create unique positioning logic that is not available through standard Compose modifiers.
33,0,How can custom layouts accept additional parameters for use in child positioning?,"[""By adding parameters directly in the Layout() function."",""By defining parameters in the composable function that wraps the Layout."",""By modifying the 'measurables' object."",""By using hardcoded values within the layout logic.""]",1,"Custom layouts can accept additional parameters by defining them in the wrapping composable function, allowing the values to be used when positioning children."
33,1,"In a custom layout, what is the purpose of the 'measurables' parameter?","[""It contains all of the child elements to be measured."",""It contains the constraints for the layout."",""It defines the position of each child element."",""It stores the parent layout's dimensions.""]",0,"The measurables parameter provides access to all child elements within a custom layout, allowing each child to be measured before being positioned."
33,2,What does the layout() function do in a custom layout?,"[""It adjusts the color and style of each child element."",""It defines the animation for layout transitions."",""It positions child elements and specifies the size of the parent."",""It renders the layout onto the screen.""]",2,The layout() function is used to define the positioning of each child and set the overall size of the custom layout component.
33,3,What does the placeRelative() function do in a custom layout?,"[""It applies animations to a child element's position."",""It changes the layout direction of the child elements."",""It places a child element at specific x and y coordinates relative to its parent."",""It sets the background color of an element.""]",2,The placeRelative() function is used within the layout() function to specify where a child should be positioned relative to its parent.
33,4,What happens if a custom layout measures a child multiple times?,"[""An error may occur due to violating the single-pass measurement rule."",""The child will adjust to fit the largest measurement."",""The child will be positioned at multiple places."",""The layout will automatically adjust for the extra measurements.""]",0,"In Compose, each child should only be measured once per layout pass. Measuring multiple times can lead to performance issues and errors."
33,5,What is the primary purpose of a custom layout in Jetpack Compose?,"[""To add animations to UI elements."",""To define complex text formatting styles."",""To design layouts with full control over how child elements are sized and positioned."",""To handle user input events more efficiently.""]",2,"Custom layouts in Compose allow developers to control the size and position of child elements. This enables the creation of layouts that cannot be achieved with the standard Box, Row, and Column components."
33,6,What is the role of the 'constraints' parameter in a custom layout?,"[""It controls the padding between child elements."",""It determines the color scheme of the layout."",""It provides the maximum and minimum size limits for the children."",""It specifies the default alignment of the layout.""]",2,The constraints parameter in a custom layout contains information about the minimum and maximum width and height that can be applied to the child elements.
33,7,What will happen if the custom layout's layout() function is called without specifying a size?,"[""An error will occur, causing the app to crash."",""The layout will adjust to fit all its children."",""The layout will be invisible."",""The layout will use a default size of 100x100 dp.""]",1,"If a custom layouts size is not explicitly defined, it will typically adjust its size to accommodate the sizes of its child elements."
33,8,"When using a custom layout, what does the map function typically do?","[""Adjusts the visibility of children."",""Applies a background color to each child."",""Iterates through child elements to measure them."",""Modifies the padding of each child.""]",2,"The map function is often used to iterate through child elements in the measurables object, measuring each one according to the constraints."
33,9,Which Compose function is used to create custom layouts?,"[""BoxLayout"",""ComposeCustom"",""Layout"",""Modifier.layout""]",2,The Layout composable function is used to create custom layouts. It allows developers to measure and position multiple child elements according to custom rules.
33,10,Which built-in layout components in Compose inspired the creation of custom layouts?,"[""Box, Column, and Row"",""Card, Surface, and Scaffold"",""Grid, Stack, and Flex"",""ListView, RecyclerView, and GridView""]",0,"Custom layouts in Compose use similar techniques as the built-in Box, Column, and Row components, providing developers the ability to create unique layouts."
33,11,Which keyword is used to create a list of Placeable objects from the measurables?,"[""filter"",""forEach"",""map"",""transform""]",2,The map function is used to iterate over the measurables and create a list of Placeable objects by measuring each child.
33,12,Which of the following best describes a 'Placeable' in the context of a custom layout?,"[""A composable function that draws elements on the screen."",""A function that adjusts the opacity of UI elements."",""A layout that can contain other layouts."",""An object that contains size and position information for a measured child.""]",3,A Placeable represents a measured child element and contains the size and positioning data needed to place it within the custom layout.
33,13,Which parameter in the Layout composable controls the minimum width and height of a custom layout?,"[""alignment"",""constraints"",""measurables"",""modifier""]",1,The constraints parameter defines the minimum and maximum width and height limits for a custom layouts child elements.
34,0,How can a composable's size be set to match its content regardless of constraints?,"[""Dimension.fillToConstraints"",""Dimension.preferredWrapContent"",""Dimension.value"",""Dimension.wrapContent""]",3,Dimension.wrapContent allows a composables size to adapt to its content without regard to any surrounding constraints.
34,1,How can composables be aligned in a ConstraintLayout to maintain consistent spacing along an axis?,"[""Using Margins"",""Using a Barrier"",""Using a Constraint Bias"",""Using a Guideline""]",3,"Guidelines allow composables to align along a consistent axis, making them useful for arranging elements with uniform spacing."
34,2,How does Constraint Bias work in ConstraintLayout?,"[""It adjusts the size of composables relative to each other."",""It allows adjustment of a composable's position along an axis of opposing constraints."",""It determines the layering order of composables."",""It makes composables align to the nearest parent edge.""]",1,"Constraint Bias allows a composables position to be adjusted between two opposing constraints, controlling its alignment based on a specified percentage."
34,3,What are opposing constraints in ConstraintLayout?,"[""Constraints that are only applied when a device is rotated."",""Constraints that automatically align to the top of the parent layout."",""Constraints that cause a composable to move in opposite directions."",""Two constraints on the same axis applied to a single composable.""]",3,"Opposing constraints refer to having constraints on both sides of a composable along the same axis, which allows for percentage-based positioning instead of fixed distances."
34,4,What differentiates a Barrier from a Guideline in ConstraintLayout?,"[""A Barrier is fixed, while a Guideline is dynamic."",""A Barrier moves based on its reference components, while a Guideline remains fixed."",""A Barrier only works with horizontal constraints."",""A Guideline can be used as a parent container, while a Barrier cannot.""]",1,"Barriers shift position based on the dimensions of their reference components, allowing them to adapt dynamically, unlike guidelines which remain static."
34,5,What does setting a chain style to 'Packed' do?,"[""Applies a weight to each composable for size distribution."",""Centers composables along the axis."",""Distributes composables evenly along the available space."",""Packs composables together with no space between them.""]",3,"The Packed chain style gathers all composables in the chain closely together, with no gaps between them."
34,6,What happens when a composable has opposing constraints applied along an axis?,"[""It becomes invisible."",""It is positioned based on a percentage along the axis."",""Its position becomes fixed along that axis."",""Its size is automatically doubled.""]",1,"When opposing constraints are applied along an axis, the composables position is calculated as a percentage of the available space along that axis."
34,7,What is a constraint in the context of ConstraintLayout?,"[""A function used to animate composables."",""A method to set the background color of a composable."",""A rule that dictates the alignment and spacing of a composable."",""A way to replace guidelines in layout design.""]",2,"Constraints define how a composable is positioned relative to other elements, the ConstraintLayout parent, or special elements like guidelines and barriers."
34,8,What is the default behavior of a ConstraintLayout chain?,"[""To center all items in the chain."",""To evenly distribute space between all items."",""To overlap all items in the chain."",""To pack all items to one side.""]",1,"The default style for a ConstraintLayout chain is the Spread Chain, which distributes space evenly between the composables."
34,9,What is the function of a Guideline in ConstraintLayout?,"[""To add padding around composables."",""To automatically resize composables based on screen size."",""To create a scrollable area for composables."",""To define a static reference line for aligning composables.""]",3,"Guidelines provide a fixed position within the ConstraintLayout that other composables can align to, making it easier to create consistent layouts."
34,10,What is the primary purpose of ConstraintLayout in Compose?,"[""To create fixed layouts for specific screen sizes."",""To design user interfaces that adapt to different screen sizes and orientations."",""To replace Row and Column composables completely."",""To simplify the process of creating animations in Compose.""]",1,"ConstraintLayout is designed to provide flexibility in positioning and sizing composables, making it ideal for creating layouts that adjust to various screen sizes and orientations."
34,11,What is the role of a Chain in ConstraintLayout?,"[""To align composables in a circular pattern."",""To connect composables to the nearest edge of the parent."",""To create animations between different composables."",""To group composables and define their layout behavior as a unit.""]",3,"Chains allow multiple composables to be treated as a group, enabling the configuration of their spacing and alignment together."
34,12,What role does a Constraint Bias play in positioning composables?,"[""It adjusts the width of composables based on their constraints."",""It changes the visibility of a composable."",""It determines how far a composable is from one side when opposing constraints are applied."",""It scales the composable to fit within a layout.""]",2,"Constraint Bias shifts a composables position along the axis of opposing constraints, allowing finer control over its alignment."
34,13,Which Dimension setting allows a composable to occupy space defined by the constraints?,"[""Dimension.fillToConstraints"",""Dimension.preferredWrapContent"",""Dimension.value"",""Dimension.wrapContent""]",0,Dimension.fillToConstraints allows a composable to expand or contract to fill the space defined by its constraints.
34,14,Which component controls the behavior of a ConstraintLayout chain?,"[""The ConstraintLayout parent."",""The chain head composable."",""The first composable in the chain."",""The last composable in the chain.""]",1,"The chain head, which is the first composable in a horizontal or vertical chain, controls the configuration of the entire chains behavior."
34,15,Which component should you use when multiple composables need to align along an invisible line?,"[""Barrier"",""Chain"",""Constraint Bias"",""Guideline""]",3,"A Guideline creates an invisible line in the layout, which can be used to align multiple composables consistently."
34,16,Which constraint type ensures a fixed distance between a composable and its parent edge?,"[""Barrier"",""Constraint bias"",""Margin"",""Opposing constraints""]",2,"Margins set a specific distance between a composable and a parent or sibling, providing a fixed space between them."
34,17,"Which dimension setting allows a composable to be fixed to a specific size, regardless of constraints?","[""Dimension.fillToConstraints"",""Dimension.preferredValue"",""Dimension.value"",""Dimension.wrapContent""]",2,"Dimension.value sets the composables size to a specified value, ignoring any constraints applied by its parent."
34,18,Which helper component helps avoid overlapping of composables by shifting its position?,"[""Barrier"",""Chain"",""Constraint Bias"",""Guideline""]",0,"Barriers adapt their position based on the dimensions of their reference components, making them useful for avoiding overlaps."
34,19,Which of the following is NOT a chain style in ConstraintLayout?,"[""Elastic Chain"",""Packed Chain"",""Spread Chain"",""Weighted Chain""]",0,"The valid chain styles in ConstraintLayout are Spread, Spread Inside, Weighted, and Packed chains. Elastic Chain is not a recognized style."
35,0,How can the position of a composable be adjusted when using opposing constraints?,"[""By adding more opposing constraints."",""By changing the component's padding."",""By setting the composable's elevation."",""By using constraint bias.""]",3,"Constraint bias allows for adjusting the positioning of a composable when opposing constraints are applied, making it possible to shift the component along the axis."
35,1,How does Dimension.fillToConstraints affect a composable?,"[""It aligns the composable to the center of the screen."",""It allows the composable to fill the available space defined by constraints."",""It ensures that the composable is always square."",""It sets the size of the composable based on its content only.""]",1,"Dimension.fillToConstraints makes a composable fill the space between the constraints set on it, making it adaptable to layout changes."
35,2,How does the SpreadInside chain style arrange components?,"[""It aligns all components to the left side."",""It evenly distributes components across the entire parent."",""It evenly spaces components between the first and last items, leaving margins."",""It packs the components tightly together with no gaps.""]",2,"SpreadInside spaces components evenly between the first and last items in the chain, leaving margins at the ends."
35,3,How does the createEndBarrier() function work?,"[""It adjusts its position based on the end edges of the referenced components."",""It creates a barrier positioned at the start of a layout."",""It fixes the end position of all components within the layout."",""It groups multiple barriers into a single unit.""]",0,"The createEndBarrier() function positions a barrier relative to the furthest end of the referenced components, adjusting dynamically as those components change size."
35,4,How is a ConstraintLayout defined in Compose?,"[""By adding a ConstraintLayout library and using ConstraintLayout{} composable."",""By applying the arrange function to a Column composable."",""By using the Box() composable with constraints."",""By wrapping children in a LinearLayout function.""]",0,"In Compose, ConstraintLayout is defined by using the ConstraintLayout composable and adding the necessary library to the project dependencies."
35,5,What does the createGuidelineFromStart() function do?,"[""Creates a fixed distance margin for all composables."",""Creates a horizontal guideline from the top of the layout."",""Creates a vertical guideline from the start (left) of the layout."",""Generates a diagonal guideline across the layout.""]",2,The createGuidelineFromStart() function generates a vertical guideline at a specified percentage or distance from the start (left) edge of the parent.
35,6,What happens when opposing constraints are applied to a composable along the same axis?,"[""The composable is aligned to the leftmost side."",""The composable is constrained to the nearest edge."",""The composable is positioned in the center along that axis."",""The composable is removed from the layout.""]",2,"Applying opposing constraints along the same axis (e.g., start and end) causes the composable to be centered along that axis."
35,7,What is a key advantage of using ConstraintSets in ConstraintLayout?,"[""They allow for decoupling constraints, making them reusable and adaptable to different scenarios."",""They automatically apply animations to constraints."",""They make the layout components scrollable."",""They simplify applying constraints to individual composables.""]",0,"ConstraintSets make it possible to define constraints separately and reuse them, making layout management more flexible and adaptable to changes like screen orientation."
35,8,What is the default behavior of a chain in ConstraintLayout?,"[""Centered"",""Packed"",""Spread"",""SpreadInside""]",2,"The default behavior of a chain is Spread, which means that the elements in the chain are evenly distributed across the available space."
35,9,What is the effect of setting a bias of 0.0f on a constraint?,"[""The component will align completely to the start side."",""The component will be aligned to the end side."",""The component will be centered between the constraints."",""The component will be positioned randomly within the layout.""]",0,"A bias of 0.0f means that the composable will favor the start constraint, positioning it fully towards that side."
35,10,What is the main purpose of ConstraintLayout in Compose?,"[""To allow for basic stacking of composables."",""To create flexible and responsive user interface layouts."",""To ensure that composables are always aligned with the screen edges."",""To simplify the creation of animations between composables.""]",1,"ConstraintLayout is designed to manage complex layout designs that adapt to different screen sizes and orientations, offering flexibility in positioning and sizing of UI components."
35,11,What is the purpose of a guideline in ConstraintLayout?,"[""To add scroll functionality to a layout."",""To create a fixed background color for all children."",""To group components together for animation."",""To provide a reference line for aligning components.""]",3,"Guidelines are used to create reference lines within a ConstraintLayout, which can help in aligning components consistently."
35,12,What is the purpose of the constrainAs() function in ConstraintLayout?,"[""To animate the position of a composable."",""To assign a reference to a composable and define its constraints."",""To define padding for a composable."",""To wrap composables in a scrollable view.""]",1,The constrainAs() function is used to apply a reference to a composable and define how it should be constrained within the ConstraintLayout.
35,13,What is the role of margins in ConstraintLayout constraints?,"[""To animate the size changes of a composable."",""To create fixed distances between a composable and its constraint connections."",""To enable the composable to overlap other components."",""To fix the position of a composable at the center of the screen.""]",1,"Margins specify fixed distances between a composable and the element it is constrained to, ensuring a consistent spacing."
35,14,When should barriers be used in ConstraintLayout?,"[""To create a background behind components."",""To dynamically adjust constraints based on the size of other components."",""To set absolute margins for all components."",""When needing to wrap all components into a single group.""]",1,"Barriers adjust their position based on the dimensions of reference components, helping prevent overlaps by moving accordingly."
35,15,Which function creates a horizontal barrier in ConstraintLayout?,"[""createBottomBarrier()"",""createHorizontalBarrier()"",""createTopBarrier()"",""createVerticalBarrier()""]",2,The createTopBarrier() function creates a horizontal barrier that adjusts its position based on the top edges of reference components.
35,16,Which function is used to center a composable horizontally relative to its parent?,"[""alignHorizontally()"",""centerAround()"",""centerHorizontallyTo()"",""centerTo()""]",2,The centerHorizontallyTo() function is used to align a composable to the horizontal center of another component or its parent.
35,17,Which function is used to create multiple references at once for ConstraintLayout?,"[""createMultiple()"",""createRef()"",""createRefFor()"",""createRefs()""]",3,"The createRefs() function allows for creating multiple references simultaneously, making it easier to manage constraints for multiple composables."
35,18,Which function would you use to define a horizontal chain between components?,"[""constrainChain()"",""createChain()"",""createHorizontalChain()"",""linkChain()""]",2,"The createHorizontalChain() function is used to define a horizontal chain of components, making it easier to control their arrangement."
35,19,Which statement is true about the createRefFor() function?,"[""It can only be used within Row and Column layouts."",""It creates a reference for a composable within a ConstraintSet."",""It generates references for all child composables at once."",""It links the composable directly to the parent ConstraintLayout.""]",1,"The createRefFor() function is used to generate a reference for a specific composable when working with ConstraintSets, allowing constraints to be applied."
36,0,How does IntrinsicSize.Min affect a Row composable?,"[""It forces the Row to occupy the entire available space."",""It restricts the Row's width to a fixed value."",""It sets the Row's height to match the height of the shortest child."",""It sets the Row's height to match the height of the tallest child.""]",3,"When IntrinsicSize.Min is applied to a Rows height, it ensures the Row is sized to the minimum height required to fit its tallest child."
36,1,How does the width of a Text composable change when using IntrinsicSize.Min?,"[""It adjusts to the length of the longest word when there are no height restrictions."",""It becomes fixed to the width of the entire screen."",""It matches the exact width of the parent layout."",""It stretches to the maximum width of all content.""]",0,"IntrinsicSize.Min allows a Text composable to adjust to the smallest width needed, which can be determined by the length of its longest word if no height constraints exist."
36,2,What does the IntrinsicSize.Max value provide?,"[""The exact size needed to match the dimensions of the parent composable."",""The maximum width required by the widest child composable."",""The minimum height of the tallest child composable."",""The minimum width of the narrowest child composable.""]",1,IntrinsicSize.Max allows the parent to size itself based on the maximum width or height needed by its children.
36,3,What does the following code do: Column(Modifier.width(IntrinsicSize.Min))?,"[""Fixes the width of the Column regardless of its children."",""Forces the Column to expand to the maximum available space."",""Sets the Column's width to the minimum width needed to fit all children."",""Sets the Column's width to the width of its narrowest child.""]",2,IntrinsicSize.Min ensures the Columns width is based on the minimum width required to fit its children.
36,4,What happens when a Column is set with IntrinsicSize.Max for its width?,"[""The Column ignores the widths of its children and uses the parent's width."",""The Column's width becomes fixed and unresponsive to child sizes."",""The Column's width matches the width of its widest child."",""The width of the Column matches that of its narrowest child.""]",2,Using IntrinsicSize.Max with a Columns width ensures the Column is sized based on the width required by its widest child.
36,5,What is the purpose of using IntrinsicSize in Compose?,"[""To allow a composable to be measured multiple times during recomposition."",""To obtain size information about a composable's children before they are measured."",""To set fixed dimensions for all composables in a layout."",""To speed up the rendering process by avoiding intrinsic measurements.""]",1,"IntrinsicSize allows a parent to access size information about its children, such as the maximum or minimum size needed, without breaking the measure once rule of Compose."
36,6,What is the result of using IntrinsicSize.Max in a Row's height modifier?,"[""The Row ignores the height of its children."",""The Row's height becomes the average height of its children."",""The Row's height matches its shortest child."",""The Row's height matches its tallest child.""]",3,"IntrinsicSize.Max makes the Row adjust its height to match the tallest child, ensuring no child is clipped vertically."
36,7,Which IntrinsicSize setting would you use to ensure a Column's width matches its widest child?,"[""IntrinsicSize.Adaptive"",""IntrinsicSize.Fixed"",""IntrinsicSize.Max"",""IntrinsicSize.Min""]",2,IntrinsicSize.Max is used when the parent needs to adjust its size to accommodate the maximum width of its children.
36,8,Which of the following describes a situation where IntrinsicSize might be useful?,"[""A child composable requires a fixed size at all times."",""A parent layout is expected to ignore the size of its children."",""A parent layout needs to occupy all available space."",""A parent layout's size must match the size of a dynamic child.""]",3,IntrinsicSize is useful when a parent layout needs to adapt its size to match the dynamic sizing requirements of its children.
36,9,Why does Compose limit composables to a single measurement during recomposition?,"[""To ensure components are measured accurately."",""To maintain a fixed size for all composables."",""To minimize memory usage during layout rendering."",""To speed up rendering by avoiding multiple measurements.""]",3,"By limiting each composable to a single measurement, Compose optimizes the rendering process, making it faster and more efficient."
36,10,Why is IntrinsicSize useful when dealing with dynamic size changes?,"[""It allows layouts to adapt to the changing size needs of their children."",""It forces all children to have the same size."",""It only works with fixed-size components."",""It prevents composables from resizing.""]",0,"IntrinsicSize enables a parent layout to adjust its size dynamically based on the size changes of its children, making it ideal for dynamic layouts."
37,0,How does the coroutineScope builder differ from supervisorScope?,"[""coroutineScope cancels all child coroutines if one fails, while supervisorScope does not."",""coroutineScope does not support suspend functions."",""coroutineScope is used for legacy code integration."",""supervisorScope is only used for testing.""]",0,"In coroutineScope, if any child coroutine fails, all other coroutines are canceled. In supervisorScope, a failure in one child does not affect the others."
37,1,What happens if a coroutine fails in a coroutineScope but not in a supervisorScope?,"[""Both coroutineScope and supervisorScope will allow the parent coroutine to continue running."",""In both cases, all other child coroutines are canceled."",""In coroutineScope, all other child coroutines are canceled, but in supervisorScope, other coroutines continue to run."",""In supervisorScope, all other child coroutines are canceled, but in coroutineScope, they continue running.""]",2,"In coroutineScope, a failure in one coroutine leads to the cancellation of all others in the scope. In contrast, supervisorScope allows other child coroutines to continue running even if one fails, making it useful when some coroutines are expected to fail."
37,2,What happens if a coroutine launched in a LaunchedEffect changes one of its key parameters?,"[""The coroutine is paused until the key parameter changes again."",""The coroutine is permanently stopped."",""The existing coroutine continues with the updated parameter."",""The existing coroutine is canceled and a new one is launched.""]",3,"In LaunchedEffect, if a key parameter changes, the existing coroutine is canceled and a new one is launched with the updated key, ensuring the coroutine behavior matches the new state."
37,3,What happens when a coroutine reaches a suspend point?,"[""It blocks the main thread."",""It immediately resumes the next coroutine in the queue."",""It is paused until the condition is met."",""It releases the thread it was running on and resumes later.""]",3,"At a suspend point, a coroutine is suspended and releases the thread, allowing other coroutines to run until it can be resumed."
37,4,What is a Job in Kotlin coroutines?,"[""A background thread manager."",""A dispatcher for running coroutines."",""A function that blocks the main thread."",""A way to cancel and manage coroutines.""]",3,"A Job represents a cancellable coroutine and allows tracking its lifecycle, including canceling it or checking its status."
37,5,What is a potential consequence of using GlobalScope in an Android app?,"[""Coroutines in GlobalScope may continue running even after the related activity or fragment is destroyed."",""Coroutines in GlobalScope will always run on the main thread."",""GlobalScope automatically manages coroutine cancellations based on lifecycle events."",""GlobalScope is the most memory-efficient way to run coroutines.""]",0,"Using GlobalScope is risky because coroutines tied to it are not automatically canceled with lifecycle changes, which can lead to coroutines running longer than needed and causing memory leaks."
37,6,What is structured concurrency in Kotlin?,"[""A mechanism for parallel execution of coroutines."",""A method for blocking coroutine execution."",""A model where coroutines are organized into a structured hierarchy."",""A way to schedule threads more efficiently.""]",2,"Structured concurrency ensures that coroutines are organized into a parent-child hierarchy, making it easier to manage their lifecycles and preventing leaks."
37,7,What is the behavior of the delay() function inside a coroutine?,"[""It blocks the thread until the delay is over."",""It restarts the coroutine after the delay."",""It suspends the coroutine, allowing the thread to be used by other coroutines."",""It terminates the coroutine after the delay.""]",2,"The delay() function suspends the coroutine for the specified time without blocking the thread, making the thread available for other coroutines during the delay."
37,8,What is the function of the rememberCoroutineScope() in Jetpack Compose?,"[""It creates a new coroutine scope for the entire application."",""It manages the lifecycle of the main thread."",""It pauses all active coroutines in the current scope."",""It provides a coroutine scope tied to the composition lifecycle.""]",3,"rememberCoroutineScope() creates a coroutine scope that is tied to the composition lifecycle, making it a suitable way to launch coroutines within composables."
37,9,What is the main difference between LaunchedEffect and SideEffect in Jetpack Compose?,"[""LaunchedEffect is executed after composition, while SideEffect is executed during composition."",""LaunchedEffect is executed during composition, while SideEffect is executed after composition."",""LaunchedEffect is for UI updates only, while SideEffect is for network calls."",""LaunchedEffect relaunches based on key changes, while SideEffect executes on every recomposition.""]",3,"LaunchedEffect is aware of the lifecycle and relaunches if any key parameter changes, while SideEffect executes after every recomposition of the parent composable."
37,10,What is the primary purpose of the main thread in an Android application?,"[""To handle network requests."",""To handle user interface interactions and event handling."",""To manage database operations."",""To perform background data processing.""]",1,"The main thread in an Android application manages the user interface, handling events and interactions with UI components. Running time-consuming tasks on the main thread can cause the UI to freeze."
37,11,What is the purpose of the LaunchedEffect composable in Jetpack Compose?,"[""To automatically update state variables."",""To delay UI rendering."",""To launch a coroutine that is aware of the composable's lifecycle."",""To modify UI components directly.""]",2,"LaunchedEffect allows launching a coroutine that is aware of the lifecycle of the composable, ensuring the coroutine is canceled when the composable leaves the composition."
37,12,What is the purpose of the async coroutine builder?,"[""To block the main thread until the coroutine finishes."",""To launch a coroutine and allow the caller to await a result."",""To launch a coroutine without returning a result."",""To manage the cancellation of child coroutines.""]",1,"The async builder starts a coroutine that can return a result, which the caller can wait for using the await() function."
37,13,What is the purpose of the cancelAndJoin() method in coroutines?,"[""To cancel a coroutine and continue without waiting."",""To cancel a coroutine and wait for its completion."",""To restart a canceled coroutine."",""To wait for the completion of all child coroutines without canceling them.""]",1,"The cancelAndJoin() method cancels the coroutine and then suspends until the cancellation is complete, ensuring that cleanup is done properly."
37,14,What is the role of the CoroutineScope in Kotlin?,"[""To define where a coroutine can be launched."",""To manage thread creation for coroutines."",""To schedule network requests in coroutines."",""To specify the priority of a coroutine.""]",0,"CoroutineScope is used to manage coroutines by grouping them together, making it easier to cancel and control their lifecycle, ensuring that coroutines do not continue running when they are no longer needed."
37,15,What is the role of the rememberCoroutineScope() function in Jetpack Compose?,"[""It allows the suspension of a coroutine without launching it."",""It cancels all active coroutines immediately."",""It creates a new coroutine scope that is automatically tied to the lifecycle of the composable."",""It ensures that coroutines run only on the main thread.""]",2,"rememberCoroutineScope() creates a coroutine scope that is tied to the lifecycle of the composable, ensuring that any launched coroutines are automatically canceled when the composable leaves the composition."
37,16,What keyword is used to define a function that can be paused and resumed later in Kotlin?,"[""async"",""await"",""launch"",""suspend""]",3,"The suspend keyword is used to declare functions that can be suspended and resumed, allowing them to perform long-running tasks without blocking the main thread."
37,17,When should the runBlocking coroutine builder be used?,"[""For integrating legacy code that requires blocking behavior."",""For launching coroutines in production apps."",""For managing network requests asynchronously."",""For performing UI updates in Jetpack Compose.""]",0,runBlocking is typically used for testing or integrating with legacy code that requires blocking behavior. It should be avoided in most other scenarios.
37,18,Which coroutine builder is most suitable when multiple coroutines need to be launched in parallel with a result returned to the caller?,"[""async"",""launch"",""supervisorScope"",""withContext""]",0,"The async builder allows multiple coroutines to be launched in parallel and supports returning a result using the await() function, making it ideal for concurrent tasks with results."
37,19,Which coroutine builder is suitable for switching the context of a coroutine?,"[""async"",""launch"",""supervisorScope"",""withContext""]",3,"withContext allows a coroutine to switch to a different context, such as changing from a background thread to the main thread."
37,20,Which coroutine builder should be used for 'fire and forget' operations?,"[""async"",""launch"",""runBlocking"",""withContext""]",1,"The launch builder is used for fire and forget coroutines where the result is not needed, allowing asynchronous execution without blocking."
37,21,Which coroutine dispatcher is suitable for performing disk or network operations?,"[""Dispatchers.Default"",""Dispatchers.IO"",""Dispatchers.Main"",""Dispatchers.Unconfined""]",1,"Dispatchers.IO is designed for I/O operations such as reading from disk or making network requests, allowing these tasks to run on a background thread."
37,22,Which coroutine dispatcher should be used for tasks such as network requests or file reading?,"[""Dispatchers.Default"",""Dispatchers.IO"",""Dispatchers.Main"",""Dispatchers.Unconfined""]",1,"Dispatchers.IO is optimized for input-output tasks like network requests and file operations, allowing these tasks to be executed on a background thread without blocking the main thread."
37,23,Which coroutine scope is automatically canceled when a ViewModel instance is destroyed?,"[""CoroutineScope"",""GlobalScope"",""LifecycleScope"",""ViewModelScope""]",3,"ViewModelScope is designed to be used with ViewModel instances, ensuring that any coroutines launched within it are canceled when the ViewModel is destroyed."
37,24,Which dispatcher is typically used for performing lightweight tasks and updating the UI?,"[""Dispatchers.Default"",""Dispatchers.IO"",""Dispatchers.Main"",""Dispatchers.Unconfined""]",2,"Dispatchers.Main is used for UI updates and lightweight tasks as it operates on the main thread, ensuring the user interface remains responsive."
37,25,Which method is used to cancel all running coroutines in a coroutine scope?,"[""await()"",""cancel()"",""join()"",""stop()""]",1,The cancel() method of a CoroutineScope is used to cancel all coroutines running within that scope.
37,26,Why are coroutines considered more efficient than traditional multi-threading?,"[""Because they allow only a single coroutine to run at a time."",""Because they do not use CPU resources."",""Because they eliminate the need for threads entirely."",""Because they manage and schedule threads more efficiently.""]",3,"Coroutines use a thread pool to efficiently manage and schedule tasks, avoiding the overhead of creating and destroying threads repeatedly, which makes them more resource-efficient than traditional multi-threading."
37,27,Why is GlobalScope not recommended for use in Android apps?,"[""Because it does not support coroutine cancellation."",""Because it does not support suspend functions."",""Because it is too complex to use."",""Because it ties coroutines to the entire application lifecycle, leading to potential memory leaks.""]",3,"GlobalScope is tied to the entire application lifecycle, making it possible for coroutines to continue running even when they are no longer needed, leading to memory leaks."
37,28,Why is it important to use structured concurrency in Kotlin?,"[""To create a complex thread management system."",""To ensure that all coroutines run on the main thread."",""To improve the readability of the UI code."",""To prevent coroutines from leaking and running longer than required.""]",3,"Structured concurrency in Kotlin ensures that coroutines are properly canceled when they are no longer needed, reducing the risk of memory leaks and unintended background execution."
37,29,Why is runBlocking generally not recommended for use in Android apps?,"[""It automatically cancels all coroutines upon completion."",""It blocks the current thread until the coroutine completes, potentially causing UI freezes."",""It is not compatible with suspend functions."",""It launches coroutines on the main thread.""]",1,"runBlocking is mainly used for testing or integrating legacy code because it blocks the current thread until the coroutine completes. This can cause UI freezing and is generally unsuitable for Android apps, which aim to keep the UI responsive."
